,href,main,text,date,main_clean,main_lemm
673,https://russian.rt.com/russia/news/1050649-shuvalov-opredelenie-predprinimatelstva,Глава ВЭБ.РФ Шувалов предложил учёным и законодателям обновить понятие предпринимательства,"Об этом, как сообщает РБК, он сказал во время защиты научной работы. По мнению Шувалова, новое определение предпринимательства нужно предложить для обсуждения учёным, после чего закрепить его в законодательстве.
«Предпринимательская деятельность — это не только системное извлечение прибыли, что, особенно в нынешних условиях, сигнализирует о некоем капиталистическом, эгоистическом отношении предпринимателей к обществу. Мною предприниматели рассматриваются как передовой класс, который в состоянии создавать новые ценности и побуждает экономическую систему к развитию», — сказал Шувалов.
По его мнению, во время кризиса свобода предпринимательства «приобретает совсем иное значение».
Например, предприниматели, с одной стороны, получают новые ограничения, но и «больше возможностей».
В апреле российский президент Владимир Путин заявил, что Россия ответит на топорные внешние рестрикции и попытки её изолировать большей свободой бизнеса.",2022-09-19,глава вэб рф шувалов предложил ученым и законодателям обновить понятие предпринимательства,глава вэб рф шувалов предложить учёный законодатель обновить понятие предпринимательство
674,https://russian.rt.com/business/news/1050592-moskva-stroitelstvo-fabrika,В Москве построят новую швейную фабрику,"Предприятие возведут в рамках реализации масштабного инвестиционного проекта (МаИП), передаёт телеканал «360».
Для реализации проекта город передаст застройщику в аренду без торгов земельный участок площадью 0,46 га в Алтуфьевском районе.
На будущем производстве по пошиву форменной и гражданской одежды смогут работать 500 человек.
«Инвестор планирует вложить в строительство 870 млн рублей. Реализация проекта позволит предприятию увеличить объёмы производства в два раза — до 500 тыс. единиц продукции в год», — отметил Овчинский.
Ранее НСН сообщала, что на месте бывшей промзоны «Вагоноремонт» в Восточном Дегунине создадут новые кварталы с жильём и деловыми пространствами.",2022-09-19,в москве построят новую швейную фабрику,москва построить новый швейный фабрика
675,https://russian.rt.com/russia/news/1052492-toyota-prekraschenie-proizvodstvo-avto-rossiya,Toyota объявила о прекращении производства автомобилей в России,"Об этом говорится на сайте компании.
«Toyota приняла решение о прекращении производства на заводе ООО «Тойота Мотор» в Санкт-Петербурге... Решение о прекращении производства в России не было лёгким», — указывается в заявлении.
Отмечается, что компания пообещала помочь своим сотрудникам в России с трудоустройством и переквалификацией, а также выразила готовность оказать финансовую поддержку.
Также отмечается, что она реструктуризирует представительство в Москве для поддержки розничных сетей и обеспечения постоянного обслуживания клиентов в стране.
Ранее «Коммерсантъ» писал, что компания Toyota закрывает завод в Шушарах и оптимизирует московский офис.
Позднее Минпромторг подтвердил закрытие сборочной площадки компанией Toyota Motor в Санкт-Петербурге.",2022-09-23,toyota объявила о прекращении производства автомобилей в россии,toyota объявить прекращение производство автомобиль россия
676,https://russian.rt.com/russia/news/1052370-minpromtorg-ploschadka-toyota,Минпромторг подтвердил закрытие сборочной площадки Toyota в Петербурге,"Об этом информирует РИА Новости со ссылкой на пресс-службу министерства.
«Компания «Тойота Мотор» закрывает сборочную площадку в городе Санкт-Петербурге», — заявили в Минпромторге.
В министерстве заявили, что компания выполнит все соцобязательства перед сотрудниками, а также предусмотрит значительные компенсационные выплаты.
Кроме того, компания сохранит послепродажное обслуживание автомобилей марки Toyota и Lexus и поддержку дилерской сети.
В пресс-службе добавили, что Минпромторг и петербургское правительство прорабатывают возможные сценарии развития данной площадки.
Ранее «Коммерсантъ» писал, что компания Toyota закрывает завод в Шушарах и оптимизирует московский офис.",2022-09-23,минпромторг подтвердил закрытие сборочной площадки toyota в петербурге,минпромторг подтвердить закрытие сборочный площадка toyota петербург
677,https://russian.rt.com/russia/news/1052100-region-biznes-forum,В Подмосковье пройдёт межрегиональный форум женского предпринимательства,"Об этом сообщает телеканал «360».
«Сообщество «Нежный бизнес» готово помочь и начинающим бизнес-леди, и уже состоявшимся предпринимателям, предлагает им финансовую и нефинансовую поддержку, а также необходимые консультации и обучение, позволяющие начать своё дело», — заявила зампред регионального правительства, глава Мининвеста Екатерина Зиновьева.
На форуме ожидается более 250 участниц из 60 городов.
Ранее, по сообщениям ФБА «Экономика сегодня», депутат законодательного собрания Санкт-Петербурга Дмитрий Панов высказался о мерах поддержки для бизнеса.",2022-09-22,в подмосковье пройдет межрегиональный форум женского предпринимательства,подмосковье пройти межрегиональный форум женский предпринимательство
678,https://russian.rt.com/russia/news/1052023-moskva-biznes-podderzhka,В Москве запустили проект «Маркетплейсы: от старта до прибыли»,"Об этом сообщает сайт «Москва 24».
«Благодаря индивидуальным консультациям и поддержке специалистов предпринимателям будет проще освоить новое направление и получить первую прибыль от онлайн-продаж», — заявила заммэра Наталья Сергунина.
Со своей стороны, глава Департамента предпринимательства и инновационного развития Алексей Фурсин отметил, что в настоящее время маркетплейсы пользуются популярностью и такая помощь особенно пригодится начинающим бизнесменам.
Ранее НСН сообщала, что Москва заключила контракты на 976 млрд рублей с начала года.",2022-09-22,в москве запустили проект маркетплейсы от старта до прибыли,москва запустить проект маркетплейс старт прибыль
679,https://russian.rt.com/business/news/1051832-moskva-biznes-goszakupki,Малый бизнес заключил договоры с Москвой почти на 360 млрд рублей в 2022 году,"Об этом пишет kp.ru.
«По данным Единой информационной системы в сфере закупок, объём контрактов, заключённых в России с представителями малого бизнеса в январе — августе этого года, составил примерно 2,7 трлн рублей. Около 13% от этой суммы, или более чем 350 млрд рублей, приходится на контракты с заказчиками из Москвы», — рассказал заместитель мэра по вопросам экономической политики и имущественно-земельных отношений Владимир Ефимов.
Малые предприятия поставляют Москве строительные, медицинские и хозяйственные товары, канцелярскую и бумажную продукцию, мебель, IT-оборудование.
Кроме того, столица закупает и услуги по обслуживанию, ремонту, уборке и содержанию объектов.
Ранее НСН сообщала, что Москва заключила контракты на 976 млрд рублей с начала года.",2022-09-22,малый бизнес заключил договоры с москвой почти на млрд рублей в году,малый бизнес заключить договор москва млрд рубль год
680,https://russian.rt.com/business/news/1051838-moskva-biznes-pribyl,Обороты столичных ресторанов и кафе увеличились вдвое летом 2022 года,"Об этом пишет ИА REGNUM.
Так, обороты гостиниц за три месяца достигли 23,9 млрд рублей, что на 17,8% больше показателей лета 2021 года.
Обороты ресторанов и кафе составили 140,2 млрд рублей (+56,7%). Турагентства получили выручку в размере 235,3 млрд рублей (+44,2%).
Ранее, по сообщениям ФБА «Экономика сегодня», депутат законодательного собрания Санкт-Петербурга Дмитрий Панов высказался о мерах поддержки для бизнеса.",2022-09-22,обороты столичных ресторанов и кафе увеличились вдвое летом года,оборот столичный ресторан кафе увеличиться вдвое лето год
681,https://russian.rt.com/nopolitics/article/1051595-moskva-pomosch-kinoteatry,«На операционные затраты»: власти столицы выделили кинотеатрам 300 млн рублей,"Московские власти выделили кинотеатрам и киносетям столицы 300 млн рублей в качестве финансовой помощи. Как сообщается на портале Mos.ru, заявками на предоставление поддержки занималось Агентство креативных индустрий — подведомственное учреждение столичного Департамента предпринимательства и инновационного развития. Всего подано 45 заявок.
Помощь от города получил 71 кинотеатр. Поддержка была предоставлена как крупным киносетям столицы, так и индивидуальным учреждениям. Главным условием для предоставления средств стало продолжение работы объекта в ближайшие три месяца.
По словам руководителя Департамента предпринимательства и инновационного развития Алексея Фурсина, жители Москвы ходят в кино не только для просмотра блокбастеров: также там проходят различные важные мероприятия.
«Московские кинотеатры — это бизнес, который формировался самостоятельно, без государственной поддержки. В городе удалось создать с нуля мощную инфраструктуру, которую важно сохранить, — отмечает Фурсин. — В городские кинотеатры ходят не только за просмотром блокбастеров, здесь проходят ретроспективы, небольшие фестивали, образовательные и просветительские программы».
Как рассказал в беседе с RT Алексей Васясин, генеральный директор объединённой киносети «Синема Парк» и «Формула кино», общая сумма выделенной финансовой помощи делилась между киновладельцами на основании затрачиваемых средств.
«Кинотеатр или сеть должны были принести определённый пакет документов, связанных с компенсацией затрат на российские фильмы. Дальше в рамках этих затрат происходила компенсация, но не больше 50 млн на юридическое лицо», — пояснил Васясин.
По его словам, это первая крупная финансовая помощь кинотеатрам столицы. До этого также выделялись дополнительные средства на рекламу российских картин, но получали их пять-шесть крупных киносетей Москвы.
«Сергей Семёнович (Собянин. — RT) и его команда в данном случае молодцы. Они что с момента пандемии шли впереди планеты всей, что сейчас выступают в проактивной позиции по всем вопросам, включая сегодняшний — о выделении денежных средств на лиц, которые будут мобилизованы в рамках вчерашнего указа президента», — отметил Васясин.
На вопрос о том, на что будет потрачена данная сумма, гендиректор объединённой киносети ответил кратко и чётко: «Выделенные средства пойдут на операционные затраты: аренда, зарплата и т. д.»
Председатель Ассоциации владельцев кинотеатров (АВК) Алексей Воронков в разговоре с RT также отметил, что это первая серьёзная помощь, которую столичные киносети получают от властей. Кроме того, эксперт рассказал, что некоторые регионы России тоже делают попытки помочь местным киноучреждениям.
«Это, наверное, пока самая существенная поддержка, которая была оказана кинотеатрам на уровне регионов, губернаторов и мэров городов. Что-то подобное было в Санкт-Петербурге, немного по другой модели. Там дважды уже мэрия выкупала все кинотеатры для проведения каких-то своих акций, связанных со школьниками. Нижегородская область, как я понимаю, закрыла долги по коммунальным платежам и частично по зарплатам. В Иркутске сейчас готовится какая-то большая финансовая помощь тоже по закрытию коммунальных платежей. И, насколько я знаю, что-то в западных регионах… Но это всё. Пока это всё, что происходит», — рассказал Алексей Воронков.
Эксперт добавил, что все выделенные на сегодняшний день средства будут направлены исключительно на закрытие долгов.
«Любые средства сейчас — это закрытие долгов, которые накопились за эти полгода. Прежде всего это долги по аренде, по коммунальным платежам. А где-то уже там по зарплате, — рассказал Воронков. — Это не деньги на развитие, это деньги на то, чтобы закрыть долги, немножко выдохнуть. И арендодателям тоже, возможно. Почувствовать, что что-то кинотеатры платят и, наверное, нужно ещё немножко подождать и дать кинотеатрам отдышаться».
Помимо этого, председатель АВК выразил надежду на улучшение ситуации на рынке кинобизнеса.
«Это сейчас более-менее стал появляться контент, сейчас есть надежда, что примут закон о принудительном лицензировании и в России будет доступен механизм, скажем, показа студийной копии, потому что сейчас студийные копии показываются на полулегальной основе», — отметил Воронков.
По его словам, дальнейшая судьба кинотеатров в стране зависит от двух возможных вариантов, которые правительство теоретически может привести в действие.
«С учётом того, что деньги, которые были выделены кинопроизводителям в этом году, начнут отбиваться только через два-три года, потому что есть цикл создания фильма, и я пока не знаю, получили ли производители эти деньги или только планируется… Более-менее достаточное количество отечественного контента на эти деньги мы получим только к концу 2024—2025 годов. До этого момента российского контента, способного заместить студийный, нет. И тут остаётся только два варианта. Первый — это постоянное спонсирование, например, два раза в год выделение кинотеатрам финансов, чтобы они просто выплачивали зарплату и могли показывать то небольшое количество российского кино, которое сейчас есть. Либо второе направление — в Госдуме сейчас рассматривается закон о принудительном лицензировании, в том числе для представителей кинотеатральной отрасли. Если он будет принят в ближайшей перспективе, месяц-полтора, у кинотеатров появится как минимум механизм для сотрудничества со студиями, чтобы не подставлять их под санкции стран. Это будет некая модель, по которой студии смогут окольными путями, так же как параллельный импорт, поставлять сюда свой контент. И это поможет продержаться кинотеатрам до конца 2024 года», — пояснил Алексей Воронков.
Между тем посещаемость в кинотеатрах столицы по-прежнему снижена по сравнению с аналогичным периодом в 2021 году. По данным Алексея Васясина, на сегодняшний день количество зрителей упало до 65%.
В августе российская Ассоциация владельцев кинотеатров обратилась к президенту России Владимиру Путину с просьбой поручить властям в кратчайшие сроки принять меры поддержки для кинопрокатной индустрии. Председатель организации Алексей Воронков тогда отмечал, что принятых решений для замещения зарубежного контента недружественных стран недостаточно, чтобы спасти кинотеатральный бизнес. По данным эксперта, выручка кинотеатров упала примерно на 70%, и все прошлые усилия смогли поднять её лишь на 5%.
Также по теме
«Дело может дойти до судебных исков»: эксперты — о запрете компании IMAX на показы российских фильмов в этом формате
Российские кинотеатры не могут показывать фильмы в формате IMAX, несмотря на то что само оборудование принадлежит владельцам...
«На сегодняшний день все меры поддержки, которые предлагались, в том числе и Минкультуры, носят некий капиталистический характер, даже «Пушкинская карта», которую ввели как спасательный круг для кинотеатров. Она начала работать с 1 февраля, задолго до этого кризиса, и была направлена только на то, чтобы увеличить посещаемость. Карта действительно сделала 10—15% оборота. Но обороты кинотеатров сейчас упали на 70%», — заявил Воронков.
Говоря о параллельном импорте, Воронков признался, что найти посредника, который бы смог привозить копии мировых блокбастеров в Россию, не составит труда. По его мнению, сложность заключается в том, что правительству трудно принять модель параллельного импорта. Председатель АВК признался, что депутаты довольно резко реагируют на любые переговоры на эту тему, отмечая, что сначала надо изменить закон, а уже после «как-то двигаться, разговаривать».
Специалист также уточнял, что осенью, в сентябре, кинотеатральный бизнес ждёт вторая волна банкротства из-за «большой финансовой нагрузки», связанной с оплатой налогов фондам и по кредитам.",2022-09-22,на операционные затраты власти столицы выделили кинотеатрам млн рублей,операционный затрата власть столица выделить кинотеатр млн рубль
682,https://russian.rt.com/business/news/1051646-region-biznes-podderzhka,В Ставрополе рассказали о мерах господдержки для предпринимателей,"Об этом сообщает «СвоёТВ» со ссылкой на пресс-службу городской администрации.
«Сейчас в Ставрополе для поддержки предпринимателей в экономике города актуальны и востребованны около 50 механизмов. Этими мерами поддержки охвачено более 10 тыс. ставропольских субъектов предпринимательства», — отмечается в сообщении.
До 7 октября можно подать заявку на получение субсидий из бюджета города, которые помогут МСБ развивать дело.
Ранее «Радио 1» сообщало, что предприятия Подмосковья получат грантовую помощь на сумму более 135 млн рублей.",2022-09-21,в ставрополе рассказали о мерах господдержки для предпринимателей,ставрополь рассказать мера господдержка предприниматель
683,https://russian.rt.com/world/news/1051173-germaniya-nacionalizaciya-uniper,Германия находится на финальной стадии национализации Uniper,"Об этом сообщает РИА Новости со ссылкой на заявление компании.
«Fortum подтверждает, что переговоры находятся на финальной стадии и что элементы обсуждаемого соглашения включают продажу акций Fortum в Uniper государству Германии, возврат финансирования, предоставленного Fortum компании Uniper, а также запланированное ранее вливание капитала немецким государством в Uniper», — говорится в заявлении.
Вместе с этим Fortum подчёркивает, что окончательное соглашение ещё не было достигнуто.
Ранее в немецком Министерстве экономики заявили, что в Германии ведутся переговоры о возможном увеличении доли государства в германском импортёре газа Uniper.",2022-09-20,германия находится на финальной стадии национализации uniper,германия находиться финальный стадия национализация uniper
684,https://russian.rt.com/russia/news/1051022-vk-prava-tovarnyi-znak-dzen,VK получила права на товарный знак «Дзена»,"«Товарные знаки были ранее переданы в ООО «Дзен Платформа», а сама передача зарегистрирована в Роспатенте. Сейчас же — в рамках сделки — владельцем ООО «Дзен Платформа» стала VK», — сообщили ТАСС в пресс-службе «Яндекса» и подтвердили в VK.
В компаниях уточнили, что новая регистрация товарных знаков в Роспатенте не требуется.
Ранее в пресс-службе VK, которой теперь принадлежит сервис «Дзен», рассказали, что поиск по новостям появится в ближайшие две недели.",2022-09-20,vk получила права на товарный знак дзена,vk получить право товарный знак дзен
685,https://russian.rt.com/business/news/1050971-biznes-rost-moskva,Обороты малого и среднего бизнеса в Москве выросли на треть с начала года,"Об этом сообщает «Москва 24».
«Доля МСП в общем обороте торговли и услуг в августе этого года достигла 23,5%, в то время как годом ранее она была 21,8%. Всего за восемь месяцев обороты малого и среднего предпринимательства в Москве составили 2,55 трлн рублей, что на 33% больше показателя аналогичного периода прошлого года», — сказал заммэра Москвы по вопросам экономической политики и имущественно-земельных отношений Владимир Ефимов.
Как сообщает Департамент экономической политики и развития Москвы, наибольшего показателя оборота достигла сфера торговли.
Ранее сообщалось, что в Московской области 24 предприятия получат в виде грантов более 135 млн рублей на субсидирование части процентной ставки по кредитам на пополнение оборотных средств.",2022-09-20,обороты малого и среднего бизнеса в москве выросли на треть с начала года,оборот малое среднее бизнес москва вырасти треть начало год
686,https://russian.rt.com/russia/news/1050760-rossiya-ratek-iphone,РАТЭК перечислила обязательные условия легальной продажи iPhone 14 в России,"В частности, речь идёт о наличии документов, подтверждающих соответствие смартфона обязательным требованиям, которые установлены техническими регламентами ЕАЭС (сертификаты, декларации).
Кроме того, в качестве обязательного условия ассоциация называет наличие нотификации о характеристиках шифровальных (криптографических) средств и товаров ЕАЭС, также заключение центра по лицензированию, сертификации и защите государственной тайны ФСБ.
«Без наличия указанных документов данные товары не могут легально обращаться на российском рынке», — приводит заявление РИА Новости.
Ранее американская компания Apple представила новую линейку смартфонов — iPhone 14 и iPhone 14 Max.
Вице-премьер, глава Минпромторга России Денис Мантуров заявил, что iPhone 14 будет поставляться в Россию по параллельному импорту.",2022-09-19,ратэк перечислила обязательные условия легальной продажи iphone в россии,ратэк перечислить обязательный условие легальный продажа iphone россия
687,https://russian.rt.com/russia/news/1050756-ssha-kompaniya-prodazha,Американская компания Bunge продаст бизнес по переработке масличных культур в России,"«Bunge пришла к соглашению о продаже своего бизнеса по переработке масличных культур в России Карену Ванецяну, контролирующему акционеру Exoil Group», — говорится в релизе.
Речь идёт о продаже специализирующегося на переработке подсолнечника завода, расположенного в Воронеже.
2 сентября стало известно, что шведский производитель бытовой техники Electrolux Professional покидает российский рынок и передаёт свой бизнес местному руководству.",2022-09-19,американская компания bunge продаст бизнес по переработке масличных культур в россии,американский компания bunge продать бизнес переработка масличный культура россия
688,https://russian.rt.com/russia/news/1050649-shuvalov-opredelenie-predprinimatelstva,Глава ВЭБ.РФ Шувалов предложил учёным и законодателям обновить понятие предпринимательства,"Об этом, как сообщает РБК, он сказал во время защиты научной работы. По мнению Шувалова, новое определение предпринимательства нужно предложить для обсуждения учёным, после чего закрепить его в законодательстве.
«Предпринимательская деятельность — это не только системное извлечение прибыли, что, особенно в нынешних условиях, сигнализирует о некоем капиталистическом, эгоистическом отношении предпринимателей к обществу. Мною предприниматели рассматриваются как передовой класс, который в состоянии создавать новые ценности и побуждает экономическую систему к развитию», — сказал Шувалов.
По его мнению, во время кризиса свобода предпринимательства «приобретает совсем иное значение».
Например, предприниматели, с одной стороны, получают новые ограничения, но и «больше возможностей».
В апреле российский президент Владимир Путин заявил, что Россия ответит на топорные внешние рестрикции и попытки её изолировать большей свободой бизнеса.",2022-09-19,глава вэб рф шувалов предложил ученым и законодателям обновить понятие предпринимательства,глава вэб рф шувалов предложить учёный законодатель обновить понятие предпринимательство
689,https://russian.rt.com/business/news/1050592-moskva-stroitelstvo-fabrika,В Москве построят новую швейную фабрику,"Предприятие возведут в рамках реализации масштабного инвестиционного проекта (МаИП), передаёт телеканал «360».
Для реализации проекта город передаст застройщику в аренду без торгов земельный участок площадью 0,46 га в Алтуфьевском районе.
На будущем производстве по пошиву форменной и гражданской одежды смогут работать 500 человек.
«Инвестор планирует вложить в строительство 870 млн рублей. Реализация проекта позволит предприятию увеличить объёмы производства в два раза — до 500 тыс. единиц продукции в год», — отметил Овчинский.
Ранее НСН сообщала, что на месте бывшей промзоны «Вагоноремонт» в Восточном Дегунине создадут новые кварталы с жильём и деловыми пространствами.",2022-09-19,в москве построят новую швейную фабрику,москва построить новый швейный фабрика
690,https://russian.rt.com/business/news/1050532-podmoskove-predpriyatiya-grant,Предприятия Подмосковья получат грантовую помощь на сумму более 135 млн рублей,"Об этом сообщает «Радио 1».
Зампред правительства области — министр инвестиций, промышленности и науки региона Екатерина Зиновьева рассказала, что по итогам второго этапа конкурса Фонд развития промышленности области предоставит 33 гранта для 24 предприятий.
«Общий объём выделенных средств составил 135,3 млн рублей. Суммарно за два конкурсных отбора объём поддержки по этой программе превысил 160 млн рублей. В ноябре областной ФРП планирует провести ещё один этап конкурса», — отметила Зиновьева.
Гранты выделяют по кредитам от 10 млн рублей.
Ранее, по сообщениям ФБА «Экономика сегодня», депутат законодательного собрания Санкт-Петербурга Дмитрий Панов высказался о мерах поддержки для бизнеса.",2022-09-19,предприятия подмосковья получат грантовую помощь на сумму более млн рублей,предприятие подмосковье получить грантовый помощь сумма млн рубль
691,https://russian.rt.com/russia/news/1050560-kuban-serbiya-biznes,Дизайнеры из Краснодарского края проведут показ одежды в Сербии,"Об этом сообщает ТАСС.
Как уточнил генеральный директор Фонда развития Краснодарского края Илья Шакалов, Сербию посетят представители торговых сетей, медицинских заводов, производители агропромышленной техники и вин.
«В завершение деловой миссии в пятницу пройдёт российско-сербский показ дизайнеров одежды и аксессуаров. От Краснодарского края представлены будут семь дизайнеров», — заявил Шакалов.
По его словам, в рамках бизнес-миссии запланировано посещение ряда городов Сербии, проведение встреч с представителями бизнеса, власти, общественными и религиозными организациями. От Кубани в делегацию входят 17 человек.",2022-09-19,дизайнеры из краснодарского края проведут показ одежды в сербии,дизайнер краснодарский край провести показ одежда сербия
692,https://russian.rt.com/russia/news/1050481-oproverzhenie-putin-kudrin-yandeks,Песков опроверг информацию о якобы одобрении Путиным перехода Кудрина в «Яндекс»,"«Нет, такого не было», — сказал Песков.
Таким образом он ответил на вопрос об информации, появившейся в СМИ, о том, что акционеры «Яндекса» изучают возможность пригласить Кудрина в руководство компании и что он якобы «просил» Путина о переходе в компанию.
Ранее сообщалось, что компания «Яндекс» закрыла сделку по покупке Delivery Club и продаже «Дзена» и «Новостей», новым владельцем стала VK.",2022-09-19,песков опроверг информацию о якобы одобрении путиным перехода кудрина в яндекс,песок опровергнуть информация якобы одобрение путин переход кудрин яндекс
