,herf,tilte,text,date_1
846,https://russian.rt.com/russia/news/1049146-region-biznes-samozanyatye,"В Москве более 11,5 тысячи человек зарегистрировались в качестве самозанятых с начала года","Об этом сообщает сайт «Москва 24» со ссылкой на портал мэра и правительства.
«К нам часто обращаются соискатели с предпринимательским потенциалом. Чтобы вовремя отвечать на запросы и потребности жителей, мы постоянно совершенствуем линейку сервисов. Центр занятости «Моя работа» сотрудничает с ведущими компаниями, интернет-сервисами и платформами для самозанятых», — заявил директор центра Андрей Тарасов.
По данным столичного Департамента экономической политики и развития, число самозанятых в городе на 1 августа 2022 года достигло 1,08 млн.
Тем временем количество самозанятых в Ямало-Ненецком автономном округе выросло более чем на треть. В 2022 году такой налоговый режим оформили около 3,4 тыс. человек, что на 37% больше, чем годом ранее. На данный момент в регионе насчитывается 12,4 тыс. самозанятых, передаёт «Ямал 1» со ссылкой на региональный Департамент экономики.
«На Ямале создаются условия для того, чтобы работать и получать доход легально. Самозанятые граждане могут воспользоваться финансовой, консультационной, имущественной, маркетинговой и образовательной поддержкой», — добавили в ведомстве.
Ранее сообщалось, что количество самозанятых в Нижегородской области превысило 100 тыс.","15 сентября 2022, 17:43"
847,https://russian.rt.com/business/news/1049044-rossiya-predpriyatiya-vyruchka,В России выручка предприятий выросла почти на 20% с марта по июнь 2022 года,"Об этом сообщают «Известия».
Наибольший прирост произошёл в нефтегазовом секторе — 59%.
Несырьевые отрасли показали увеличение выручки на 10,6%, что меньше годовой инфляции в России в июне (15,9%). При этом по сравнению с мартом — июнем 2021 года темпы наращивания выручки замедлились: в прошлом году показатель увеличился на 42,9%.
Ранее заместитель мэра по вопросам экономической политики и имущественно-земельных отношений Владимир Ефимов сообщил НСН, что предприниматели Москвы с января по июль 2022 года увеличили объём выпускаемой продукции на 6,1%.","15 сентября 2022, 15:23"
848,https://russian.rt.com/russia/news/1049087-moskva-promzony-stroitelstvo,На территориях бывших столичных промзон создадут более 55 тысяч новых рабочих мест,"Об этом сообщает ИА REGNUM со ссылкой на портал мэра столицы.
Всего панируется реорганизовать около 150 заброшенных и неэффективно используемых территорий. В настоящее время инвесторы уже приступили к комплексному развитию 14 участков бывших промзон площадью 188 га.
Инвестиции в реализацию проектов составят 444 млрд рублей. На 14 участках построят около 4 млн кв. м недвижимости, в том числе почти 1,8 млн кв. м жилья.
Ранее НСН со ссылкой на слова заммэра Москвы Владимира Ефимова сообщала, что неиспользуемый участок в Тимирязевском районе будет реорганизован по проекту «Индустриальные кварталы». Инвестор вложит в реализацию проекта 7 млрд рублей.","15 сентября 2022, 14:59"
849,https://russian.rt.com/opinion/1048896-prilepin-specoperaciya-prigozhin-dobrovolcy-tyurma,Пригожин и зэки,"...А теперь по поводу лекции Пригожина в тюрьме, где он харизматично вербует добровольцев.
Хорошая лекция, увлекательная.
Также по теме
Пригожин обратился в СК из-за объявленного за него ФБР вознаграждения
Бизнесмен Евгений Пригожин подал заявление в СК из-за объявленного за него ФБР вознаграждения. Об этом сообщила пресс-служба...
Вопрос не в том, надо ли. Всё надо, что пользу принесёт.
Вопрос, например, в том, зачем слили видео?
Как некий акт устрашения?
Что ж, пусть так.
В первой серии пугали чеченцами, и они отлично справились с ролью и со всеми задачами.
Теперь вот — вторая серия. Это как чеченцы, только хуже. Впрочем, там тоже могут быть чеченцы. Был бы жив кто-нибудь вроде Радуева — возглавил бы какую-нибудь самую дикую роту. Кстати, никого не осталось из более-менее приемлемых с той войны?
Теперь иные вопросы назревают.
Что будет в следующей серии?
Можно в упрощённой форме давать российское гражданство желающим послужить. Из любых стран бывшего СССР. Тоже пригодится.
Всё, повторюсь, что в дело, — хорошо.
Минус только в одном.
Работа политруков в армии за 30 лет была провалена, и никто не намекнул, что её надо было срочно реанимировать прямо начиная с 2014 года.
Периодически сообщают из разных мест, что военные, уже находясь в зоне СВО, задают самые наибанальнейшие вопросы из разряда: а кто они такие — эти украинцы? А почему они тоже русские? А кто мы такие? А кто такой Шухевич? А кто такой Богдан Хмельницкий?
Многие военные просто не знают этого.
И, не зная этого, они раздумывают: а надо ли им воевать?
И по причине некоторой недостачи мотивированного личного состава в зоне СВО приходится Пригожину выступать.
Ровно такая же работа в школе, институте и главное — в массовой культуре тоже в целом была провалена в минувшие десятилетия.
Если б у нас все эти годы работало «Радио ЧВК» с правильными песнями и правильными ведущими, почва тоже была бы хотя б отчасти уже подготовлена.
Также по теме
Суд признал законным штраф блогеру Юрию Дудю за пропаганду нетрадиционных отношений
Лефортовский суд Москвы признал законность административного штрафа российскому журналисту и блогеру Юрию Дудю* за пропаганду...
А если б ещё вместо «Дома-2» столько же лет крутили шоу про ополченцев, в нашей необъятной стране отбоя бы не было от добровольцев. В стране с десятками миллионов мужиков. С сотнями тысяч адреналиновых наркоманов, которые то 500 км/ч на мотоциклах гоняют, то с крыш прыгают вниз головой.
Но не было у нас ни такого радио, ни такого шоу и даже не предвидится.
Передарили молодёжь Насте Ивлеевой и Дудю* и сидим теперь озадаченно.
Лекции в тюрьмах у нас идут в графе «Политпросвещение и воспитание патриотизма».
Как частная инициатива Пригожина — выше всяких похвал.
Как диагноз состояния социума — показательно. Какая-то Римская империя времён упадка.
Скоро богатые граждане начнут деньги собирать подошедшим к крепостным стенам варварам, чтоб те прошли мимо.
А они деньги возьмут и не пройдут.
См. историю Римской империи.
Говорят, в числе прочих и наши предки прекратили её существование.
Хорошие были предки.
* Внесён в реестр СМИ-иноагентов по решению Минюста от 15 апреля 2022 года.
Точка зрения автора может не совпадать с позицией редакции.","14 сентября 2022, 23:46"
850,https://russian.rt.com/business/article/1048616-rossiya-benzin-ceny-osen,Без резких движений: как могут осенью измениться цены на бензин в России,"За неделю, с 5 по 11 сентября, средняя по России розничная цена бензина АИ-92 не изменилась и осталась на уровне 47,24 рубля за литр, горючее АИ-95 подорожало на 1 копейку — до 51,34 рубля за литр, а стоимость дизельного топлива увеличилась на 2 копейки — до 54,76 рубля за литр. Такие данные в среду, 14 сентября, опубликовал Росстат.
По оценке Минэкономразвития, всего с начала 2022 года бензин на российских автозаправках подорожал в среднем на 0,67%. При этом за последние 12 месяцев цены прибавили только 3,12%, что в 4,5 раза ниже уровня годовой инфляции (14,06%).
По мнению специалистов, слабая динамика цен на бензин во многом связана с переизбытком горючего в стране. На фоне масштабных санкций Запада против Москвы у нефтедобывающих компаний стали возникать трудности с продажей сырья за рубеж, и бизнес переориентировал часть поставок на внутренний рынок.
«В последнее время цены на АЗС практически не менялись, так как общая ситуация на рынке была относительно стабильной. Сложности с экспортом по-прежнему сохраняются, а потому производители сейчас больше времени уделяют именно реализации горючего внутри страны», — рассказал RT эксперт Фонда национальной энергетической безопасности Станислав Митрахович.
В результате возникшего профицита на российском рынке оптовая стоимость бензина АИ-92 с начала года опустилась почти на 12% — до 43,4 тыс. рублей за тонну, а горючее АИ-95 подешевело более чем на 9% — до 46,7 тыс. рублей за тонну, свидетельствуют данные Санкт-Петербургской международной товарно-сырьевой биржи.
«В сентябре оптовые цены на бензин в России продолжили немного снижаться, поскольку в стране резко снизился спрос на горючее. Дело в том, что с окончанием лета завершился и высокий сезон, когда период отпусков и сельхозработы стимулировали активные покупки топлива», — объяснил RT руководитель аналитического департамента AMarkets Артём Деев.
Также по теме
Ресурсное истощение: почему стратегические запасы нефти в США сократились до минимума за 38 лет
На торгах 13 сентября цена нефти Brent выросла почти до $95,5 за баррель, после чего резко опустилась ниже отметки $93. Как объясняют...
Как отмечают эксперты, положительное влияние на стоимость бензина в рознице оказывает и так называемый демпфер. В рамках этого механизма государство возмещает нефтяным компаниям недополученные доходы при поставках топлива на внутренний рынок.
Так, если цены на горючее внутри страны ниже экспортных, нефтяники получают компенсацию из бюджета. При более высоких ценах на внутреннем рынке компании, напротив, отчисляют в казну часть прибыли. Это позволяет избегать резких скачков стоимости топлива для потребителей.
Между тем с сентября 2022 года демпфер в России стал временно работать по обновлённой формуле. Теперь механизм учитывает размер скидки, с которой компании продолжают экспортировать нефть, в частности в дружественные страны. В результате размер компенсаций нефтяникам из бюджета будет урезан, что позволит сэкономить казне около 100 млрд рублей. Такую оценку в конце июня давал замглавы Минфина Алексей Сазанов.
«Она (корректировка демпфера. — RT) будет действовать всего четыре месяца, с сентября по декабрь 2022 года. На данном этапе корректировка вносится только на 2022 год, потому что непонятно, как будет со спросом на наши нефтепродукты в 2023 году», — цитирует Сазанова Интерфакс.
РИА Новости © Наталья Селиверстова
По словам Станислава Митраховича, по мере уменьшения бюджетных компенсаций компании могут начать повышать стоимость горючего для рядовых потребителей. Впрочем, эксперт не ожидает серьёзного роста цен в обозримой перспективе. Похожей точки зрения придерживается и Артём Деев.
«АЗС будут понемногу увеличивать цены, однако этот процесс будет не резким, а плавным и постепенным. Кроме того, объёмы топлива на внутреннем рынке сейчас могут несколько сократиться, так как нефтеперерабатывающие заводы сейчас уходят на плановые ремонты. Это тоже играет в пользу удорожания горючего», — объяснил Деев.
Ценовые рамки
Тем не менее дальнейший рост цен на автомобильное топливо в России продолжит оставаться в пределах инфляции, уверены эксперты. А в случае резкого повышения стоимости бензина власти могут задействовать дополнительные механизмы для стабилизации обстановки, считает Митрахович.
«В предыдущие годы правительству удавалось сдерживать стоимость горючего в инфляционных рамках. Сейчас пока ещё сложно точно предсказать, какой именно будет инфляция осенью и по итогам года, но власти постараются не изменять традиции и сдержать повышение цен на горючее при необходимости», — подчеркнул эксперт.
Отметим, что после апрельского скачка инфляции до рекордных 17,8% темпы роста потребительских цен на товары и услуги планомерно замедляются в последние месяцы. Как заявил на минувшей неделе президент страны Владимир Путин, такая динамика может сохраниться в ближайшее время.
«Думаю, что по результатам года (инфляция. — RT) у нас будет где-то 12%, а, по мнению многих наших экспертов, в I квартале — к II кварталу следующего года мы выйдем, скорее всего, на целевые показатели. Кто-то говорит, что 5—6%, а кто-то говорит, что будет достигнут уровень 4%. Посмотрим. Во всяком случае, тенденции в этом смысле положительные», — отмечал Путин.
Как предположил в беседе с RT сотрудник департамента экономических и финансовых исследований CMS Institute Николай Переславский, в ближайшие месяцы стоимость литра АИ-95 на российских заправках сохранится в диапазоне 52—55 рублей. В то же время, по мнению Артёма Деева, горючее АИ-92 может подорожать до 50 рублей за литр, а дизельное топливо — до 60 рублей.","14 сентября 2022, 21:25"
851,https://russian.rt.com/business/news/1048726-ek-es-sverhpribyli-izymat,ЕК предлагает странам ЕС собирать сверхприбыли нефтегазовых компаний,"Об этом сообщает РИА Новости со ссылкой на релиз ЕК.
«Комиссия также предлагает временный взнос солидарности на сверхприбыль, полученную от деятельности в нефтяном, газовом, угольном и нефтеперерабатывающем секторах... Он будет собираться государствами-членами с прибыли в 2022 году, которая превышает 20%-ное увеличение по сравнению со средней прибылью за предыдущие три года», — уточняется в заявлении.
Доходы будут взиматься государствами-членами и перенаправляться потребителям энергии.
Предполагается, что данный взнос может принести около €25 млрд государственных доходов.
Ранее сообщалось, что Еврокомиссия предложила снижать электропотребление в ЕС на 10% до 31 марта 2023 года.","14 сентября 2022, 15:56"
852,https://russian.rt.com/world/news/1048230-evropa-rossiya-sankcii-investory,В ЕП подняли вопрос о влиянии антироссийских санкций на европейских инвесторов,"Так, Эроглу в письме к Еврокомиссии обозначил, что санкции Евросоюза были призваны «оказать финансовое давление» на российские власти, а также «отрезать российские компании от рынка капитала».
«Однако, согласно данным немецкой газеты Handelsblatt, эти санкции сильно ударили по тысячам мелких инвесторов в ЕС, купивших российские акции», — отметил Эроглу.
Депутат подчеркнул, что Россия вполне может выиграть от этого.
«Каким образом, по мнению комиссии, санкции могут быть изменены, чтобы они влияли только на российское руководство, а не на мелких инвесторов в ЕС?» — поинтересовался у Еврокомиссии Эроглу.
Ранее в Венгрии назвали антироссийские санкции «средствами самоповреждения».","14 сентября 2022, 06:30"
853,https://russian.rt.com/business/news/1048321-podmoskove-ekonomika-ministr,В Подмосковье зафиксировали рост показателей в секторах строительства и промышленности,"«Регион сохраняет высокие позиции по вводу жилья, строительству, промышленному производству, инвестициям», — приводит слова Маслёнкиной телеканал «360».
Так, промышленность в январе — июле 2022 года показала рост на 1,2%, обрабатывающие производства — на 1,5%. Положительная динамика отмечена в производстве напитков, лекарственных препаратов, электроники, минеральных изделий, в полиграфии.
Серьёзный рост демонстрирует строительная отрасль: за истекший период в регионе построено на 33,2% больше жилья, инфраструктуры, заводов и производственных площадей, чем за такой же период прошлого года.
Ранее, по сообщениям ФБА «Экономика сегодня», депутат законодательного собрания Санкт-Петербурга Дмитрий Панов высказался о мерах поддержки для бизнеса.","13 сентября 2022, 23:59"
854,https://russian.rt.com/world/news/1048471-twitter-mask-sdelka,Акционеры Twitter одобрили сделку по продаже компании Маску,"Об этом сообщает РИА Новости.
«С учётом предварительного расчёта, акционеры поддержали предложение», — говорится в заявлении генерального советника Twitter Шона Эдгетта.
Согласно условиям продажи, сумма сделки составит $44 млрд.
Ранее Маск уведомил Twitter о расторжении сделки о покупке компании из-за того, что в соцсети не выполнили договорных обязательств.
После этого компания подала в суд на Маска, чтобы добиться приобретения соцсети миллиардером.","13 сентября 2022, 20:51"
855,https://russian.rt.com/business/news/1050532-podmoskove-predpriyatiya-grant,Предприятия Подмосковья получат грантовую помощь на сумму более 135 млн рублей,"Об этом сообщает «Радио 1».
Зампред правительства области — министр инвестиций, промышленности и науки региона Екатерина Зиновьева рассказала, что по итогам второго этапа конкурса Фонд развития промышленности области предоставит 33 гранта для 24 предприятий.
«Общий объём выделенных средств составил 135,3 млн рублей. Суммарно за два конкурсных отбора объём поддержки по этой программе превысил 160 млн рублей. В ноябре областной ФРП планирует провести ещё один этап конкурса», — отметила Зиновьева.
Гранты выделяют по кредитам от 10 млн рублей.
Ранее, по сообщениям ФБА «Экономика сегодня», депутат законодательного собрания Санкт-Петербурга Дмитрий Панов высказался о мерах поддержки для бизнеса.","19 сентября 2022, 16:27"
856,https://russian.rt.com/russia/news/1050560-kuban-serbiya-biznes,Дизайнеры из Краснодарского края проведут показ одежды в Сербии,"Об этом сообщает ТАСС.
Как уточнил генеральный директор Фонда развития Краснодарского края Илья Шакалов, Сербию посетят представители торговых сетей, медицинских заводов, производители агропромышленной техники и вин.
«В завершение деловой миссии в пятницу пройдёт российско-сербский показ дизайнеров одежды и аксессуаров. От Краснодарского края представлены будут семь дизайнеров», — заявил Шакалов.
По его словам, в рамках бизнес-миссии запланировано посещение ряда городов Сербии, проведение встреч с представителями бизнеса, власти, общественными и религиозными организациями. От Кубани в делегацию входят 17 человек.","19 сентября 2022, 14:39"
857,https://russian.rt.com/russia/news/1050481-oproverzhenie-putin-kudrin-yandeks,Песков опроверг информацию о якобы одобрении Путиным перехода Кудрина в «Яндекс»,"«Нет, такого не было», — сказал Песков.
Таким образом он ответил на вопрос об информации, появившейся в СМИ, о том, что акционеры «Яндекса» изучают возможность пригласить Кудрина в руководство компании и что он якобы «просил» Путина о переходе в компанию.
Ранее сообщалось, что компания «Яндекс» закрыла сделку по покупке Delivery Club и продаже «Дзена» и «Новостей», новым владельцем стала VK.","19 сентября 2022, 12:18"
858,https://russian.rt.com/world/news/1049378-germaniya-rosneft-deutschland-upravlenie-regulyator,В Германии Rosneft Deutschland и RN Refining & Marketing перешли под управление регулятора,"«Правительство ФРГ на основе закона о безопасности энергоснабжения передало Rosneft Deutschland GmbH и RN Refining & Marketing GmbH под доверительное управление Федерального сетевого агентства», — цитирует заявление ведомства ТАСС.
По данным министерства, на такой шаг кабмин пошёл для обеспечения деятельности трёх нефтеперерабатывающих заводов — в Шведте, Карлсруэ и Фобурге-ан-дер-Донау.
Ранее СМИ сообщали, что в Германии создали компанию для возможной национализации Gazprom Germania.","16 сентября 2022, 08:50"
859,https://russian.rt.com/russia/news/1049290-moskva-msb-kredit,В Москве продлили до конца 2023 года условия льготного кредитования субъектов МСП,"Об этом сообщает kp.ru со ссылкой на пресс-службу мэра и правительства столицы.
«Правительство Москвы выделит субсидию в размере 1,21 млрд рублей на реализацию городской программы льготного кредитования субъектов малого и среднего предпринимательства», — говорится в сообщении.
В 2020—2021 годах кредиты по льготной ставке получили более 22 тыс. малых и средних предпринимателей. Общая сумма кредитов — более 168 млрд рублей.
Ранее сайт «Москва 24» сообщал, что в столице более 11,5 тыс. человек зарегистрировались в качестве самозанятых с начала 2022 года и открыли своё дело при поддержке центра «Моя работа».","15 сентября 2022, 23:57"
860,https://russian.rt.com/business/article/1049052-rossiya-turizm-keshbek-itogi,"Дорожный бонус: в рамках осеннего этапа программы туристического кешбэка россиянам вернулось более 2,7 млрд рублей","За две недели с момента запуска нового этапа программы туристического кешбэка скидки на путешествия по России получили более 600 тыс. граждан. Значение стало рекордным за такой короткий срок. Об этом в четверг, 15 сентября, сообщила руководитель Федерального агентства по туризму Зарина Догузова. 
«Поездок куплено на 14,3 млрд рублей, а сумма кешбэка составила чуть более 2,7 млрд рублей. Таким образом, граждане воспользовались практически всей суммой, выделенной на осень», — заявила Догузова.
По её словам, количество бронирований в среднем по стране увеличилось в три раза. При этом в число самых популярных направлений у туристов уже традиционно вошли Краснодарский край, Кавказские Минеральные Воды, Санкт-Петербург, Москва и Крым. Помимо этого, высоким спросом пользуются Татарстан, Башкирия, Алтай, Байкал и Приморье.
«На сентябрь очень популярны были круизы, для осенних поездок люди в основном выбирали санатории, хорошие семейные отели с тёплыми бассейнами и поездки в атмосферные города — просто погулять. Помимо осенних поездок, активно шли бронирования на горнолыжные курорты — в лидерах Красная Поляна и Шерегеш», — добавила глава Ростуризма.
РИА Новости © Александр Астафьев
В целом программа туристического кешбэка заметно поддерживает спрос в межсезонье, подчеркнула Зарина Догузова. Это, по её словам, положительно сказывается на уровне занятости и количестве рабочих мест в туристическом секторе.
Также по теме
Среди своих: какие направления для путешествий выбирают россияне
Почти 80% планирующих отправиться в поездки этой осенью россиян выбирают направления внутри страны. Об этом свидетельствуют данные...
Напомним, продажи туров с кешбэком в рамках осеннего этапа программы стартовали 25 августа и завершились 10 сентября. Купившие тур со скидкой россияне могут отправиться в путешествие с 1 октября до 25 декабря, а в круиз — с 1 сентября и до окончания навигации.
По условиям инициативы государство возмещает гражданам 20% от стоимости путёвки, но не более 20 тыс. рублей, а при поездках на Дальний Восток размер компенсации составляет до 40 тыс. рублей. Количество путешествий не ограничено, однако продолжительность каждого тура должна составлять не менее трёх ночей.
Для получения кешбэка путёвку нужно оплатить банковской картой МИР, предварительно зарегистрировав её в программе лояльности на сайте платёжной системы. Деньги поступают на карту автоматически в течение пяти дней после покупки.
«Это одна из наиболее эффективных мер поддержки отрасли, которая была у нас за весь постсоветский период. Она показала высокую степень вовлечённости и туристов, и игроков туристического рынка. Причина популярности — возможность существенно сэкономить в путешествиях по России. Более того, с начала запуска программы прошло уже несколько этапов, поэтому акция стала достаточно узнаваемой среди населения», — рассказал RT вице-президент Российского союза туриндустрии Илья Уманский.
«На пользу регионам и бизнесу»
Впервые программа туристического кешбэка заработала ещё в 2020 году. Как следует из материалов Ростуризма, за всё время действия инициативы её условиями воспользовались больше 4,9 млн человек, из них свыше 2,8 млн — в 2022-м. Всего россияне купили путёвок на 95,3 млрд рублей, а государство вернуло им 18,2 млрд рублей.
«Ключевая цель программы — это поддержка спроса и загрузки туристической инфраструктуры в регионах в периоды календарного спада активности. При высокой сезонности, которая наблюдается в российском внутреннем туризме, акция помогает смягчить сокращение спроса. Это, в свою очередь, идёт на пользу и регионам, и бизнесу», — отметил Уманский.
Похожую точку зрения в беседе с RT выразил и первый вице-президент общероссийской общественной организации малого и среднего предпринимательства «Опора России» Павел Сигал. По его словам, увеличение туристического потока оказывает положительное влияние на бюджеты и экономики регионов, а также способствует развитию местного бизнеса и сферы услуг.
«Государство видит большие возможности в развитии туристической отрасли и, чтобы сделать путешествия по стране более доступными для разных категорий граждан, вводит разнообразные программы. Среди них — поддержка авиаперевозчиков, субсидирование строительства объектов туристической инфраструктуры и в том числе программа кешбэка. Инициативы влияют на популяризацию туризма среди населения», — подчеркнул Сигал.
РИА Новости © Денис Абрамов
На сегодняшний день примерно 86% российских самостоятельных туристов предпочитают отдыхать внутри страны. Об этом свидетельствует статистика бронирований авиабилетов сервиса поездок и путешествий «Туту.ру».
Как рассказали RT в компании, сейчас основная доля авиаперелётов приходится на путешествия из Москвы в Сочи, Санкт-Петербург, Минеральные Воды, Калининград и Махачкалу. Помимо этого, высоким спросом пользуются маршруты из Санкт-Петербурга в Сочи и Калининград, а также из Сочи в Екатеринбург.
Примечательно, что за последний год стоимость авиаперелётов внутри страны увеличилась в среднем на 7%, что почти вдвое ниже уровня инфляции в стране (порядка 14%). Тем временем цены на проживание в гостиницах, напротив, снизились более чем на 5%, сообщили RT в сервисе для планирования путешествий OneTwoTrip.
«В нынешний осенний период средняя стоимость авиабилета по России в одну сторону составляет 4,8 тыс. рублей. Годом ранее в аналогичный период туристы совершали перелёты за 4,5 тыс. рублей. Остановиться в отеле этой осенью можно в среднем за 5,3 тыс. рублей в сутки, а в 2021-м проживание стоило 5,6 тыс. рублей», — отметили в пресс-службе сервиса.","15 сентября 2022, 18:54"
861,https://russian.rt.com/russia/news/1049146-region-biznes-samozanyatye,"В Москве более 11,5 тысячи человек зарегистрировались в качестве самозанятых с начала года","Об этом сообщает сайт «Москва 24» со ссылкой на портал мэра и правительства.
«К нам часто обращаются соискатели с предпринимательским потенциалом. Чтобы вовремя отвечать на запросы и потребности жителей, мы постоянно совершенствуем линейку сервисов. Центр занятости «Моя работа» сотрудничает с ведущими компаниями, интернет-сервисами и платформами для самозанятых», — заявил директор центра Андрей Тарасов.
По данным столичного Департамента экономической политики и развития, число самозанятых в городе на 1 августа 2022 года достигло 1,08 млн.
Тем временем количество самозанятых в Ямало-Ненецком автономном округе выросло более чем на треть. В 2022 году такой налоговый режим оформили около 3,4 тыс. человек, что на 37% больше, чем годом ранее. На данный момент в регионе насчитывается 12,4 тыс. самозанятых, передаёт «Ямал 1» со ссылкой на региональный Департамент экономики.
«На Ямале создаются условия для того, чтобы работать и получать доход легально. Самозанятые граждане могут воспользоваться финансовой, консультационной, имущественной, маркетинговой и образовательной поддержкой», — добавили в ведомстве.
Ранее сообщалось, что количество самозанятых в Нижегородской области превысило 100 тыс.","15 сентября 2022, 17:43"
